Sample_file	Genome_file	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/514/305/GCF_001514305.1_genomic.fna.gz	91.42	0.211	90.69-92.09	0.211	0.16-0.26	1	1.351	562/46353	86.73	NZ_KQ949075.1 Streptomyces dysideae strain RV15 PRJNA299236_s001, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/969/825/GCF_001969825.1_genomic.fna.gz	91.42	0.502	91.09-91.75	0.502	0.45-0.58	1	1.541	928/36837	88.80	NZ_MPVQ01000001.1 Bradyrhizobium brasilense strain UFLA03-321 Contig_1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/203/535/GCF_014203535.1_genomic.fna.gz	91.42	0.245	90.90-92.06	0.245	0.19-0.30	1	1.336	524/37564	87.13	NZ_JACHJI010000001.1 Streptomyces griseostramineus strain CECT 3273 Ga0436948_01, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/513/975/GCF_001513975.1_genomic.fna.gz	91.42	0.258	90.86-91.95	0.258	0.21-0.33	1	1.412	524/36233	87.23	NZ_KQ947984.1 Streptomyces curacoi strain DSM 40107 PRJNA299217_s001, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/938/305/GCF_000938305.1_genomic.fna.gz	91.41	0.505	90.97-91.83	0.505	0.43-0.59	1	1.551	849/33642	88.81	NZ_JYMT01000001.1 Bradyrhizobium sp. LTSP885 NODE_1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/947/648/125/GCF_947648125.1_genomic.fna.gz	91.41	0.479	91.04-91.72	0.479	0.41-0.55	1	1.543	897/37144	88.68	NZ_CANSMR010000001.1 MAG: uncultured Bradyrhizobium sp. isolate SRR15633984_bin.32_metawrap_v1.3_MAG NODE.1_length_752267_cov_16_427922, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/802/205/GCF_000802205.1_genomic.fna.gz	91.41	0.163	90.20-93.01	0.163	0.08-0.28	1	1.090	134/14130	86.05	NZ_CP012850.1 Candidatus Nitrosocosmicus oleophilus strain MY3 chromosome, complete genome
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/158/955/GCF_000158955.1_genomic.fna.gz	91.41	0.254	90.86-92.14	0.254	0.19-0.31	1	1.346	526/36929	87.18	NZ_GG657757.1 Streptomyces viridochromogenes DSM 40736 supercont1.1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/426/845/GCF_000426845.1_genomic.fna.gz	91.41	0.393	90.85-91.91	0.393	0.33-0.47	1	1.440	677/32627	88.25	NZ_AUGD01000001.1 Bradyrhizobium japonicum in8p8 K408DRAFT_scaffold00001.1_C, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/772/055/GCA_001772055.1_genomic.fna.gz	91.41	0.396	90.48-92.69	0.396	0.25-0.57	1	1.574	141/6855	88.22	MERP01000001.1 MAG: Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_68_19 rifcsplowo2_12_scaffold_1027, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/013/821/475/GCA_013821475.1_genomic.fna.gz	91.41	0.641	90.88-91.95	0.641	0.50-0.80	1	1.541	353/11726	89.31	JACDGU010000033.1 MAG: Solirubrobacterales bacterium isolate MGR_bin420 SD2908_NODE_1003_length_20593_cov_1.961351, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/016/839/165/GCA_016839165.1_genomic.fna.gz	91.40	0.580	91.06-91.76	0.580	0.50-0.68	1	1.568	923/33139	89.09	CP069300.1 Bradyrhizobium sp. PSBB068 chromosome, complete genome
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/029/892/425/GCF_029892425.1_genomic.fna.gz	91.40	0.432	90.92-91.87	0.432	0.36-0.51	1	1.541	857/38603	88.44	NZ_JARXWB010000001.1 Bradyrhizobium sp. BR13661 Ga0498887_01, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/028/736/035/GCF_028736035.1_genomic.fna.gz	91.39	0.216	90.86-92.25	0.216	0.16-0.26	1	1.302	600/48936	86.76	NZ_CP117866.1 Streptomyces sp. T12 chromosome, complete genome
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/290/915/GCF_025290915.1_genomic.fna.gz	91.39	0.281	90.89-91.90	0.281	0.23-0.34	1	1.346	489/31460	87.43	NZ_JAOCQE010000001.1 Streptomyces sp. 15-116A 15116A_1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/011/516/645/GCF_011516645.4_genomic.fna.gz	91.38	0.522	91.06-91.71	0.522	0.46-0.59	1	1.506	1047/40903	88.85	NZ_CP088285.1 Bradyrhizobium septentrionale strain 1S1 chromosome, complete genome
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/005/884/685/GCA_005884685.1_genomic.fna.gz	91.38	0.342	90.81-92.05	0.342	0.26-0.42	1	1.610	426/23461	87.87	VBAH01000027.1 MAG: Alphaproteobacteria bacterium isolate AP_29 14_0903_13_30cm_scaffold_1009253, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/019/890/635/GCF_019890635.1_genomic.fna.gz	91.38	0.274	90.76-91.99	0.274	0.21-0.33	1	1.403	481/31715	87.36	NZ_JAIOAB010000001.1 Streptomyces sennicomposti strain RCPT1-4 1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/018/129/385/GCF_018129385.1_genomic.fna.gz	91.38	0.521	90.97-91.76	0.521	0.44-0.60	1	1.548	797/31183	88.84	NZ_JAFCLN010000001.1 Bradyrhizobium lablabi strain SZCCT0009 NODE_1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/022/012/485/GCF_022012485.1_genomic.fna.gz	91.37	0.387	90.89-91.81	0.387	0.33-0.46	1	1.517	787/38918	88.18	NZ_JAKLTY010000001.1 Bradyrhizobium zhengyangense strain WYCCWR 13023 NMDC70033574_1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/671/715/GCF_003671715.1_genomic.fna.gz	91.37	0.230	90.65-92.16	0.230	0.17-0.29	1	1.324	429/33267	86.91	NZ_RAIF01000039.1 Streptomyces sp. E2N166 NODE_10_length_17074_cov_59.231930, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/023/074/035/GCF_023074035.1_genomic.fna.gz	91.37	0.367	90.93-91.76	0.367	0.31-0.43	1	1.451	807/41938	88.03	NZ_JADPKP010000181.1 Bradyrhizobium sp. 143 11LoS14_3_1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/717/875/GCF_000717875.1_genomic.fna.gz	91.37	0.280	90.80-91.93	0.280	0.23-0.34	1	1.401	551/35872	87.40	NZ_JOCT01000001.1 Streptomyces sp. NRRL S-455 contig1.1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/945/952/105/GCA_945952105.1_genomic.fna.gz	91.36	0.227	90.47-92.25	0.227	0.16-0.30	1	1.462	299/23588	86.86	CAMFGZ010000001.1 MAG: uncultured Rhodospirillaceae bacterium isolate SRR9109403_bin.6_metaWRAP_v1.3_MAG genome assembly, contig: ERZ12289984.18, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/091/525/GCF_900091525.1_genomic.fna.gz	91.36	0.197	90.49-92.32	0.197	0.13-0.27	1	1.399	378/33487	86.53	NZ_FMCU01000057.1 Micromonospora matsumotoense strain DSM 44100, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/015/291/625/GCF_015291625.1_genomic.fna.gz	91.36	0.496	91.03-91.79	0.496	0.42-0.57	1	1.524	967/39619	88.71	NZ_CP030047.1 Bradyrhizobium sp. CCBAU 53421 chromosome, complete genome
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/023/516/615/GCF_023516615.1_genomic.fna.gz	91.36	0.242	90.78-91.97	0.242	0.19-0.29	1	1.380	552/41058	87.02	NZ_JAMGBF010000001.1 Streptomyces panaciradicis strain NBRC 109811 contig1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/761/215/GCF_000761215.1_genomic.fna.gz	91.35	0.259	90.73-92.08	0.259	0.19-0.32	1	1.369	463/32552	87.18	NZ_CP009438.1 Streptomyces glaucescens strain GLA.O chromosome, complete genome
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/672/755/GCF_001672755.1_genomic.fna.gz	91.35	0.235	90.64-92.25	0.235	0.17-0.31	1	1.348	313/23979	86.94	NZ_LZKI01000001.1 Mycobacterium colombiense strain E1334 contig_1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/330/845/GCF_003330845.1_genomic.fna.gz	91.35	0.292	90.79-91.89	0.292	0.24-0.36	1	1.348	580/36694	87.48	NZ_CP026121.1 Streptomyces sp. Go-475 chromosome, complete genome
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/717/055/GCF_000717055.1_genomic.fna.gz	91.35	0.239	90.78-92.03	0.239	0.18-0.29	1	1.384	528/39585	87.00	NZ_JNXI01000001.1 Streptomyces iakyrus strain NRRL ISP-5482 contig1.1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/557/035/GCA_001557035.1_genomic.fna.gz	91.35	0.236	90.47-92.06	0.236	0.18-0.32	1	1.524	334/25028	87.00	LSKJ01000001.1 Rhodospirillaceae bacterium CCH5-H10 CCH5-H10_contig1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/022/179/125/GCF_022179125.1_genomic.fna.gz	91.35	0.221	90.60-92.36	0.221	0.14-0.28	1	1.460	291/23261	86.82	NZ_BPQG01000001.1 Methylobacterium cerastii strain DSM 23679 entry1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/023/544/665/GCF_023544665.1_genomic.fna.gz	91.35	0.233	90.60-92.16	0.233	0.17-0.30	1	1.379	448/34517	86.92	NZ_JAMJFL010000001.1 Streptomyces sp. YS415 1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/018/240/695/GCA_018240695.1_genomic.fna.gz	91.35	0.340	90.62-92.04	0.340	0.26-0.45	1	1.540	361/20012	87.85	JAFEFH010000100.1 MAG: Proteobacteria bacterium isolate SZAS LIN-13 LIN-653__100__length-15849, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/113/735/GCF_900113735.1_genomic.fna.gz	91.34	0.385	90.85-91.85	0.385	0.32-0.45	1	1.542	699/35196	88.12	NZ_FOQM01000095.1 Bradyrhizobium sp. Gha, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/238/275/GCF_001238275.1_genomic.fna.gz	91.33	0.505	91.01-91.68	0.505	0.44-0.57	1	1.525	946/38451	88.74	NZ_LGTB01000001.1 Bradyrhizobium viridifuturi strain SEMIA 690 contig00001, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/023/388/935/GCA_023388935.1_genomic.fna.gz	91.33	0.414	90.84-91.79	0.414	0.34-0.50	1	1.442	726/34811	88.26	JAEWFG010000429.1 MAG: Proteobacteria bacterium isolate OH_PBlB_174 k127_1003909, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/021/474/405/GCF_021474405.1_genomic.fna.gz	91.33	0.268	90.79-91.85	0.268	0.21-0.33	1	1.380	495/33877	87.26	NZ_JAKEIO010000001.1 Streptomyces indiaensis strain DSM 43803 contig_00001, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/004/114/975/GCF_004114975.1_genomic.fna.gz	91.33	0.422	90.80-91.85	0.422	0.35-0.49	1	1.527	767/35893	88.33	NZ_CP030051.1 Bradyrhizobium guangdongense strain CCBAU 51649 chromosome, complete genome
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/389/455/GCF_003389455.1_genomic.fna.gz	91.32	0.243	90.67-92.09	0.243	0.18-0.30	1	1.317	545/40892	87.00	NZ_QUAC01000252.1 Streptomyces inhibens strain NEAU-D10 C1547, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/803/075/GCF_002803075.1_genomic.fna.gz	91.32	0.253	90.71-91.95	0.253	0.19-0.31	1	1.439	467/33709	87.11	NZ_NNBK01000001.1 Streptomyces sp. CB01373 scaffold1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/189/245/GCF_001189245.1_genomic.fna.gz	91.32	0.512	90.95-91.64	0.512	0.44-0.60	1	1.522	937/37893	88.75	NZ_LFIQ01000079.1 Bradyrhizobium pachyrhizi strain PAC 48 contig_1014, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/534/645/GCF_014534645.1_genomic.fna.gz	91.31	0.255	90.59-91.81	0.255	0.20-0.32	1	1.443	528/37912	87.12	NZ_JACVQF010000001.1 Streptomyces griseicoloratus strain TRM S81-3 1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/947/488/515/GCF_947488515.1_genomic.fna.gz	91.31	0.407	90.73-92.02	0.407	0.30-0.51	1	1.514	418/20186	88.24	NZ_CANKZF010000001.1 Uncultured Nocardioides sp. isolate 3-159-G.fasta NODE_1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/022/803/015/GCF_022803015.1_genomic.fna.gz	91.31	0.166	90.27-93.11	0.166	0.09-0.24	1	1.425	193/20220	86.07	NZ_JAFKON010000010.1 Arthrobacter humicola strain 53 NODE_10_length_134337_cov_44.500089, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/017/526/105/GCF_017526105.1_genomic.fna.gz	91.31	0.229	90.63-92.14	0.229	0.17-0.29	1	1.375	453/36047	86.83	NZ_CP071839.1 Streptomyces cyanogenus strain S136 chromosome, complete genome
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/112/575/GCF_003112575.1_genomic.fna.gz	91.30	0.244	90.48-92.04	0.244	0.18-0.32	1	1.387	447/33395	87.01	NZ_BEWC01000001.1 Streptomyces ardesiacus strain NBRC 15402, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/473/065/GCF_000473065.1_genomic.fna.gz	91.30	0.478	90.91-91.71	0.478	0.40-0.55	1	1.572	825/35325	88.59	NZ_AXAZ01000001.1 Bradyrhizobium sp. WSM1743 YU9DRAFT_scaffold_0.1_C, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/023/252/065/GCA_023252065.1_genomic.fna.gz	91.30	0.489	90.61-92.01	0.489	0.36-0.64	1	1.487	314/13318	88.61	JAHEXO010000180.1 MAG: Nocardioides sp. isolate nzgw106 NODE_10068_length_5611_cov_2.727322, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/947/474/005/GCA_947474005.1_genomic.fna.gz	91.30	0.237	90.46-92.26	0.237	0.16-0.32	1	1.368	318/24266	86.95	CANJHI010000001.1 MAG: Alphaproteobacteria bacterium isolate RH-20apr16-174 genome assembly, contig: RH-20APR16-C227, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/802/965/GCF_000802965.1_genomic.fna.gz	91.30	0.065	88.52-91.91	0.065	0.06-0.15	1	1.243	107/27647	83.60	NZ_JSAK01000001.1 Pseudomonas fluorescens strain C2 contig_1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/225/525/GCF_000225525.1_genomic.fna.gz	91.29	0.230	90.54-92.12	0.230	0.17-0.29	1	1.396	445/35297	86.84	NZ_AGBF01000525.1 Streptomyces zinciresistens K42 contig00525, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/007/829/875/GCF_007829875.1_genomic.fna.gz	91.29	0.245	90.47-91.98	0.245	0.19-0.31	1	1.328	476/35882	86.98	NZ_VIWV01000001.1 Streptomyces capillispiralis strain DSM 41695 Ga0264340_11, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/720/845/GCA_000720845.1_genomic.fna.gz	91.29	0.236	90.51-92.12	0.236	0.17-0.30	1	1.386	471/36589	86.90	JODU01000001.1 Kitasatospora aureofaciens strain NRRL B-2183 contig1.1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/955/715/GCF_003955715.1_genomic.fna.gz	91.29	0.247	90.53-91.94	0.247	0.19-0.32	1	1.309	586/44013	86.99	NZ_CP034463.1 Streptomyces aquilus strain GGCR-6 chromosome, complete genome
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/264/295/GCF_000264295.1_genomic.fna.gz	91.29	0.291	90.23-92.18	0.291	0.20-0.41	1	1.255	263/16903	87.43	NZ_AJXT01000001.1 Rhodanobacter spathiphylli B39 contig001, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/022/230/925/GCF_022230925.1_genomic.fna.gz	91.28	0.211	90.51-92.27	0.211	0.15-0.28	1	1.433	386/32778	86.65	NZ_JAKKFH010000001.1 Micromonospora alfalfae strain MED01 MED01_1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/641/635/GCF_001641635.1_genomic.fna.gz	91.28	0.401	90.88-91.72	0.401	0.33-0.47	1	1.470	851/42556	88.14	NZ_LUUB01000001.1 Bradyrhizobium centrolobii strain BR 10245 contig1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/005/885/285/GCA_005885285.1_genomic.fna.gz	91.28	0.440	90.78-91.91	0.440	0.35-0.53	1	1.481	568/26363	88.36	VAZG01000389.1 MAG: Alphaproteobacteria bacterium isolate AP_2 14_0929_05_20cm_scaffold_1005, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/020/441/545/GCA_020441545.1_genomic.fna.gz	91.28	0.560	90.71-91.94	0.560	0.43-0.71	1	1.602	397/15352	88.88	JAGRLZ010000124.1 MAG: Xanthobacteraceae bacterium isolate HKST-UBA78 k127_1001230, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/016/907/475/GCF_016907475.1_genomic.fna.gz	91.28	0.385	90.57-91.92	0.385	0.29-0.50	1	1.549	408/21123	88.05	NZ_JAFBCA010000001.1 Nocardioides cavernae strain DSM 29950 Ga0451141_01, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/641/695/GCF_001641695.1_genomic.fna.gz	91.28	0.481	90.91-91.74	0.481	0.40-0.55	1	1.525	831/35948	88.56	NZ_LSEF01000001.1 Bradyrhizobium neotropicale strain BR 10247 contig1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/016/462/955/GCF_016462955.1_genomic.fna.gz	91.28	0.459	90.88-91.72	0.459	0.38-0.53	1	1.547	711/31951	88.45	NZ_JAEMSD010000452.1 MAG: Bradyrhizobium sp. isolate SupBloom_Metag_066 Bloom_2_NODE_10031_length_5611_cov_5.851872, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/013/373/795/GCF_013373795.3_genomic.fna.gz	91.28	0.536	90.91-91.59	0.536	0.47-0.62	1	1.542	938/37128	88.81	NZ_CP088022.1 Bradyrhizobium quebecense strain 66S1MB chromosome, complete genome
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/982/635/GCF_001982635.1_genomic.fna.gz	91.28	0.527	90.99-91.60	0.527	0.45-0.59	1	1.540	945/37799	88.78	NZ_MKFI01000001.1 Bradyrhizobium mercantei strain SEMIA 6399 scaffold1.1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/007/993/935/GCF_007993935.1_genomic.fna.gz	91.28	0.518	90.91-91.64	0.518	0.45-0.59	1	1.527	935/38064	88.73	NZ_VITY01000001.1 Bradyrhizobium macuxiense strain BR 10355 Ga0314222_101, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/189/235/GCF_001189235.2_genomic.fna.gz	91.28	0.536	90.88-91.69	0.536	0.46-0.61	1	1.556	905/35815	88.81	NZ_LFIP02000001.1 Bradyrhizobium embrapense strain SEMIA 6208 scaffold1.1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/270/085/GCF_003270085.1_genomic.fna.gz	91.28	0.272	90.61-91.92	0.272	0.21-0.34	1	1.350	426/29318	87.24	NZ_QFDQ01000001.1 Streptomyces triticisoli strain NEAU-DSCPA1-4-4 scaffold1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/023/184/515/GCF_023184515.1_genomic.fna.gz	91.28	0.276	90.57-91.91	0.276	0.22-0.34	1	1.334	566/37988	87.31	NZ_JAAHBP010000001.1 Streptomyces sp. D2-8 contig1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/903/929/895/GCA_903929895.1_genomic.fna.gz	91.28	0.207	90.09-92.52	0.207	0.13-0.31	1	1.439	255/22549	86.54	CAIYWM010000001.1 MAG: uncultured Alphaproteobacteria bacterium isolate Loclat_bin-01229 genome assembly, contig: bin-01229:0001/1031, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/028/885/415/GCF_028885415.1_genomic.fna.gz	91.27	0.253	90.55-92.00	0.253	0.20-0.32	1	1.328	546/40298	87.04	NZ_CP118527.1 Streptomyces coeruleorubidus strain DM isolate Shanghai chromosome, complete genome
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/012/034/235/GCF_012034235.1_genomic.fna.gz	91.27	0.267	90.46-92.06	0.267	0.17-0.33	1	1.489	366/25522	87.20	NZ_JAATEL010000001.1 Streptomyces thermoviolaceus subsp. thermoviolaceus strain NBRC 13905 1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/030/551/255/GCF_030551255.1_genomic.fna.gz	91.27	0.219	90.64-91.92	0.219	0.17-0.27	1	1.286	619/51915	86.69	NZ_CP130630.1 Kutzneria buriramensis strain DSM 45791 chromosome
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/514/235/GCF_001514235.1_genomic.fna.gz	91.27	0.221	90.57-91.96	0.221	0.16-0.27	1	1.340	530/44005	86.71	NZ_KQ948924.1 Streptomyces caeruleatus strain NRRL B-24802 PRJNA299234_s001, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/018/070/325/GCF_018070325.1_genomic.fna.gz	91.26	0.224	90.26-92.15	0.224	0.15-0.29	1	1.483	383/31042	86.78	NZ_JAGPXY010000001.1 Micromonospora sp. H61 H61_contig_1, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/648/995/GCF_014648995.1_genomic.fna.gz	91.26	0.241	90.58-91.95	0.241	0.19-0.30	1	1.337	511/39428	86.92	NZ_BMSE01000001.1 Streptomyces massasporeus strain JCM 4139 sequence01, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/008/632/955/GCF_008632955.1_genomic.fna.gz	91.26	0.250	90.56-92.00	0.250	0.19-0.32	1	1.356	421/31732	86.99	NZ_CP043959.1 Streptomyces tendae strain 139 chromosome, complete genome
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/219/465/GCA_003219465.1_genomic.fna.gz	91.25	0.212	90.21-92.29	0.212	0.14-0.31	1	1.254	209/18200	86.58	QHOX01000279.1 MAG: Verrucomicrobia bacterium isolate AV42 14_1009_16_30cm_scaffold_100182_curated, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/027/307/195/GCA_027307195.1_genomic.fna.gz	91.25	0.236	90.25-92.51	0.236	0.14-0.33	1	1.202	188/14984	86.83	DAHUXL010000040.1 MAG TPA_asm: Rhodanobacter sp. isolate clean1651 k141_10275, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/024/539/675/GCF_024539675.1_genomic.fna.gz	91.25	0.258	90.60-91.79	0.258	0.21-0.32	1	1.357	538/39223	87.08	NZ_JAHHIT010000001.1 Streptomyces hilarionis strain IBSBF 2807 sequence001, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/928/415/GCA_025928415.1_genomic.fna.gz	91.24	0.512	90.61-91.79	0.512	0.40-0.63	1	1.826	333/13903	88.66	JAICJK010000485.1 MAG: Solirubrobacteraceae bacterium isolate GZL_FP_2_bin.175 k141_1004465_length_2663_cov_19.4096, whole genome shotgun sequence
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/024/758/505/GCF_024758505.1_genomic.fna.gz	91.24	0.435	90.86-91.65	0.435	0.37-0.49	1	1.536	858/40413	88.31	NZ_CP077970.1 Bradyrhizobium arachidis strain SM32 chromosome, complete genome
S13276_1_R2.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/148/965/GCF_002148965.1_genomic.fna.gz	91.24	0.259	90.66-91.92	0.259	0.20-0.31	1	1.362	539/39209	87.08	NZ_NGFN01000001.1 Streptomyces swartbergensis strain HMC13 scaffold1.1, whole genome shotgun sequence
